-4.978070, 4.434173
-3.367958, -2.910282
4.952070, -3.371334
-5.413227, 6.551412
3.287667, -0.467175
7.039493, 4.991908
4.621180, 4.396321
-1.221672, -9.831428
1.913593, -2.729648
-7.133856, -2.648288
-1.042770, 8.779098
-6.895315, -0.953111
-4.277448, -4.411831
-7.983326, 5.110352
-3.911636, -2.980424
-9.434872, -3.124806
-1.580184, -3.732969
3.011722, 7.074139
-7.309722, -1.073585
-2.744074, 6.522611
-3.568587, -5.331062
0.250324, 8.812047
4.114759, -8.980488
0.442856, -8.146961
4.797508, 2.916424
0.196928, 5.961212
7.184981, 5.003654
4.573034, -7.177396
3.081947, 3.932921
-6.200029, -6.028557
-4.161439, 0.222439
-0.379620, -4.199152
-5.041185, 8.169800
1.099960, -9.214668
-2.808766, 0.582810
-2.273477, 2.680805
-7.787903, 0.301640
4.534958, -3.264354
-7.034814, -4.055359
8.107603, -1.132614
4.658473, -0.750992
2.636323, 0.432995
9.285770, -0.627646
1.033656, -3.504104
4.829020, 4.303807
5.724821, -5.287934
-6.576030, -4.295574
2.111364, -9.410126
-7.226050, -1.785470
0.198528, -0.748120
-2.564117, -2.957710
2.477234, 2.622922
0.116310, -1.735290
-5.484031, 2.076869
-2.401955, -6.021611
8.117877, 0.717999
-1.245313, -1.563354
-0.721834, -7.918294
6.057242, -4.053184
0.145860, -1.476080
7.643702, -2.504492
-5.059845, -5.344892
-0.563495, 6.413360
-8.817812, 1.579965
5.029015, -1.007753
2.794338, -7.257867
-8.376265, 4.862292
-0.395507, -4.187844
4.128493, -0.833764
-8.041635, -1.058244
-5.978520, -4.212335
-2.145138, 4.411546
-2.139015, -1.086726
4.836788, -4.970028
-6.780240, -4.228444
-7.336001, -0.136351
-0.804666, 3.547422
6.494393, 3.573193
-7.109657, -2.153231
-4.290318, 5.755519
1.588515, -3.677060
3.501402, 3.295403
7.533129, 5.363871
-2.165291, 1.409908
9.436946, 1.959708
-1.259618, -7.838426
-2.104842, 0.486781
1.353817, -1.425266
6.839629, 5.253015
-8.261533, -1.022532
-1.109325, 1.012460
0.955885, 8.115567
3.140239, 4.612841
1.713621, 8.199468
4.925881, -5.714161
1.694952, 8.058558
-0.742221, -5.759121
7.662605, -4.908404
1.995761, 5.269118
3.744850, -2.910732
0.176500, 7.868750
5.175346, -6.651445
-4.284328, -7.366088
-0.060590, -8.776998
-5.089272, 0.974341
-8.987925, 2.105398
-2.126399, 8.059175
-6.625588, -0.833464
8.579273, 0.329673
5.593150, 7.459959
-2.091235, 5.664643
-1.810715, -0.556741
-2.015803, -6.451107
6.207201, -7.133581
1.323167, -8.609885
1.054128, 0.979176
-7.122775, 6.833994
-0.251632, -2.093235
-2.119038, -6.595128
1.635746, -3.790231
-0.054330, -5.274394
1.965459, 0.280609
7.259169, -1.246233
-9.852814, 0.909605
-1.471744, 7.818546
4.436522, -6.237553
6.291101, -0.096008
-6.031673, -5.792743
4.190773, -5.568885
-6.589279, -4.390413
0.288530, 8.437097
-4.732905, -6.315442
-2.370651, -5.678046
-3.091240, -5.403850
4.374159, -5.392698
-7.278509, -2.775895
0.495938, -7.603284
-5.195625, -6.807068
2.596355, 2.533347
-1.486749, -6.168901
0.683448, -7.457116
8.707373, -0.627206
7.524133, -2.102720
-8.734015, 2.155749
1.931116, 1.331820
-5.374476, 2.275962
0.321593, -2.878446
